SECNO,REGION,STATE,STATION,LAT,LATITUDE,LONG,LUNIT,LONGITUD,VEGTAT,VEG,SOIL,SOIL2,CMAT,CRR,MCM,MWM,RHIGH,RLOW,RRCORR,TJAN,TFEB,TMAR,TAPR,TMAY,TJUN,TJUL,TAUG,TSEP,TOCT,TNOV,TDEC,TUNIT,RJAN,RFEB,RMAR,RAPR,RMAY,RJUN,RJUL,RAUG,RSEP,ROCT,RNOV,RDEC,RUNIT,ELEV,ELUNIT,COKLM,VEGNU
A,D,IDAHO,SALMON_EA,N,42.9400,W,DD,115.3000,GS,DSD,D,,10.9833,219.0450,-1.7800,24.9400,30.7340,3.3020,6.0000,-1.7800,1.7800,6.3300,10.8900,15.3300,19.8900,24.9400,22.9400,17.0000,10.8300,4.3200,-0.6700,C,30.7340,24.8920,21.0820,17.7800,22.3520,15.2400,6.0960,3.3020,7.8740,14.9860,29.9720,24.7350,MM,2580.00,FT,690.00,25.00
A,D,ILLINOIS,GREENVILL,N,38.8800,W,DD,89.4000,GP,,M,,12.1157,1008.1260,-2.2222,25.3889,114.5540,61.7220,-1.0000,-2.2222,-0.5556,5.3333,12.1667,17.8889,22.8889,25.3889,24.3333,20.2778,13.9444,6.0000,-0.0556,C,65.2780,62.2300,87.3760,102.3620,111.5060,114.5540,81.7880,85.3440,83.5660,76.2000,76.2000,61.7220,MM,563.00,FT,417.00,10.00
A,D,ILLINOIS,HAVANNA,N,40.3000,W,DD,90.0500,GP,,M,,11.7269,872.7440,-2.7778,25.1667,102.6160,41.9100,-1.0000,-2.7778,-1.1111,4.9444,11.7222,17.5556,22.8333,25.1667,24.1111,20.1111,13.5000,5.4444,-0.7778,C,48.7680,41.9100,70.1040,88.1380,97.0280,102.6160,94.2340,77.2160,90.9320,60.1980,55.6260,45.9740,MM,451.00,FT,250.00,8.00
A,D,INDIANA,MADISON,N,38.7300,W,DD,85.3800,FD,,A2,,13.5370,1114.0440,1.0556,25.5556,115.8240,71.8820,-4.0000,1.0556,2.0000,7.3333,13.2222,18.7778,23.3889,25.5556,24.8333,21.5556,14.9444,7.5000,2.2778,C,104.3940,78.4860,115.8240,101.0920,108.2040,109.2200,91.1860,86.6140,79.2480,71.8820,83.0580,84.8360,MM,486.00,FT,297.00,10.00
A,D,IOWA,CHEROKEE,N,42.7800,W,DD,95.3300,GP,,M,,8.5972,692.1500,-7.8333,23.4444,114.3000,15.4940,-1.0000,-7.8333,-5.7778,0.2222,8.7222,15.3333,20.6111,23.4444,22.5556,17.5000,11.3333,1.6667,-4.6111,C,15.4940,20.3200,34.5440,59.4360,98.0440,114.3000,89.6620,86.3600,81.0260,43.4340,31.2420,18.2880,MM,1250.00,FT,715.00,8.00
A,D,JAMAICA,CASTLETON,N,18.1833,W,DD,76.8333,FE,,H,,23.4861,3515.8680,21.8333,25.0556,533.6540,115.5700,3.0000,21.8333,22.2778,22.8333,23.6667,23.4444,24.2778,24.2778,25.0556,24.0556,23.8889,23.5000,22.7222,C,222.7580,177.2920,115.5700,206.2480,373.6340,220.2180,174.4980,308.1020,340.8680,447.2940,533.6540,395.7320,MM,496.00,FT,18.00,1.00
A,D,JAMAICA,GROVE_PL.,N,18.1167,W,DD,77.5500,FMO,,H,,22.7685,1873.7580,21.2222,23.8889,359.1560,46.2280,2.0000,21.5000,21.2222,21.7778,22.5556,23.1667,23.6111,23.7222,23.8889,23.7778,23.2778,22.7778,21.9444,C,46.2280,60.7060,93.2180,224.0280,209.8040,124.7140,126.7460,170.4340,249.9360,359.1560,112.2680,96.5200,MM,1460.00,FT,22.00,2.00
A,D,JAMAICA,KINGSTON,N,17.9833,W,DD,76.7667,FMO,,H,,26.3472,799.5920,24.7222,27.7222,173.9900,20.3200,3.0000,24.9444,24.7222,25.1667,25.9444,26.7222,27.3889,27.7222,27.6111,27.5000,26.6111,26.2778,25.5556,C,21.5900,20.3200,21.8440,30.4800,86.1060,89.1540,43.1800,101.6000,99.8220,173.9900,78.7400,32.7660,MM,80.00,FT,2.00,2.00
A,D,KANSAS,ANTHONY,N,37.1600,W,DD,98.0800,GP,,M,,14.4074,697.9920,0.8333,27.3889,111.7600,18.0340,-2.0000,0.8333,3.4444,8.1111,13.8889,18.7778,24.7222,27.3889,27.1667,22.5556,15.7222,7.9444,2.3333,C,18.0340,25.1460,38.3540,68.5800,111.7600,98.5520,78.9940,70.3580,70.3580,56.6420,37.3380,23.8760,MM,1321.00,FT,998.00,8.00
A,D,KANSAS,BISON,N,38.5200,W,DD,99.2000,GP,GS,M,,12.7917,557.5300,-1.2778,26.6111,87.8840,10.6680,-1.0000,-1.2778,1.0000,5.8333,12.2222,17.3889,23.3889,26.6111,26.1667,21.3889,14.2778,6.1111,0.3889,C,10.6680,20.8280,29.9720,49.0220,77.7240,87.8840,74.1680,78.2320,50.8000,39.1160,24.8920,14.2240,MM,2015.00,FT,1205.00,18.00
A,D,KANSAS,CIMARRON,N,37.8000,W,DD,100.3500,GS,,M,,12.8472,527.5580,-0.7778,26.4444,82.8040,9.6520,-1.0000,-0.7778,2.0556,5.9444,12.4444,17.4444,23.2778,26.4444,25.6667,21.0000,14.0556,5.8333,0.7778,C,9.6520,18.7960,23.3680,49.2760,78.9940,82.8040,73.9140,67.0560,48.7680,40.3860,21.3360,13.2080,MM,2625.00,FT,1050.00,18.00
A,D,KANSAS,HUGOTON,N,37.1800,W,DD,101.3300,GS,,M,,13.3981,461.7720,1.2222,26.1667,70.1040,9.3980,-1.0000,1.2222,3.1111,5.6111,12.4444,18.0556,24.3889,26.1667,25.6667,21.0000,14.5556,6.0000,2.5556,C,9.3980,15.7480,22.0980,37.0840,69.8500,70.1040,68.8340,58.6740,41.1480,35.3060,20.0660,13.4620,MM,3100.00,FT,1140.00,18.00
A,D,KENTUCKY,CLERMONT,N,37.9200,W,DD,85.6600,FD,,U,,13.6250,1178.5600,1.8333,24.7222,128.0160,67.5640,-4.0000,1.8333,3.5000,7.3333,14.3333,18.2222,22.8333,24.7222,24.5000,20.7778,14.6111,7.6111,3.2222,C,111.5060,104.1400,128.0160,99.0600,114.8080,125.7300,100.0760,74.6760,69.0880,67.5640,91.9480,91.9480,MM,540.00,FT,837.00,10.00
A,D,LOUISIANA,ALEXANDRI,N,31.3100,W,DD,92.5500,FSP,,A2,U,19.7037,1389.1260,10.9444,28.2778,156.4640,68.5800,-2.0000,11.0556,12.5556,15.2778,19.6111,23.8333,27.2778,28.2778,28.1667,25.3333,20.0556,14.0556,10.9444,C,116.8400,138.4300,129.7940,137.6680,156.4640,98.5520,120.1420,74.1680,68.5800,101.0920,120.9040,126.4920,MM,80.00,FT,164.00,27.00
A,D,LOUISIANA,SHREVEPOR,N,32.5500,W,DD,93.7600,FD,,U,,18.8889,1174.7500,8.7778,28.6111,137.6680,67.3100,-2.0000,8.7778,10.5556,13.6111,18.8889,23.1667,27.1667,28.6111,28.5556,25.1667,19.6667,13.0556,9.4444,C,113.0300,96.7740,107.4420,133.3500,137.6680,85.5980,80.0100,67.3100,70.6120,83.3120,91.1860,108.4580,MM,174.00,FT,335.00,5.00
A,D,MAINE,AUGUSTA,N,44.3200,W,DD,69.8000,FD,,S,,7.2454,1043.4320,-6.8889,20.8889,119.8880,74.1680,4.0000,-6.8889,-5.5000,-0.3889,6.3333,12.2778,17.2222,20.8889,19.7222,15.0000,9.3333,3.2222,-4.2778,C,87.8840,77.2160,83.8200,83.8200,96.7740,82.0420,85.5980,74.1680,77.4700,87.1220,119.8880,87.6300,MM,350.00,FT,47.00,18.00
A,D,MAINE,CARIBOU,N,46.8600,W,DD,68.0200,FBO,,S,,3.6852,923.2900,-11.8889,18.2222,103.6320,53.0860,-1.0000,-11.8889,-10.3889,-4.9444,2.4444,10.0556,14.8889,18.2222,16.9444,12.3333,6.2778,-0.5556,-9.1667,C,53.0860,57.1500,59.1820,66.8020,73.9140,103.6320,101.6000,94.7420,82.2960,82.2960,83.3120,65.2780,MM,624.00,FT,180.00,12.00
A,D,MAINE,ORONO,N,44.8600,W,DD,68.7000,FD,,S,,6.3981,1020.8260,-7.9444,19.8889,97.5360,74.1680,3.0000,-7.9444,-6.8333,-1.5000,5.5000,11.8333,16.7778,19.8889,19.1667,14.7222,8.5000,2.0000,-5.3333,C,94.4880,83.3120,88.3920,74.1680,78.9940,80.5180,80.5180,77.7240,87.3760,97.5360,92.4560,85.3440,MM,115.00,FT,7.00,10.00
A,D,MANITOBA,BERENS,N,52.3700,W,DD,97.0400,FBO,,A1,,0.1019,309.7022,-20.3889,19.2222,64.5160,0.0254,-1.0000,-20.3889,-18.1111,-11.0000,-1.1667,8.7222,15.1667,19.2222,16.9444,10.6111,3.6111,-6.8333,-15.5556,C,0.0254,0.0254,3.0480,13.7160,27.9400,64.5160,52.8320,58.6740,61.4680,23.8760,3.5560,0.0254,MM,1876.00,FT,646.00,17.00
A,D,MANITOBA,BROCHET,N,57.8800,W,DD,101.6700,FBO,,S,,-5.0509,276.9616,-28.9444,15.2778,70.6120,0.0254,0.1000,-28.9444,-23.9444,-16.4444,-5.7778,3.1111,10.2778,15.2778,14.0556,7.3889,-0.2222,-12.3889,-23.0000,C,0.0254,0.0254,0.0254,2.2860,27.1780,42.4180,70.6120,55.1180,59.6900,18.5420,1.0160,0.0254,MM,1180.00,FT,390.00,17.00
A,D,MANITOBA,CHURCHILL,N,58.7800,W,DD,94.1800,T,FBO,S,A1,-7.3657,247.2182,-26.8333,12.6111,69.0880,0.0254,0.1000,-26.8333,-26.2778,-20.1667,-10.7778,-1.0000,5.5000,12.6111,11.8333,6.1111,-2.1667,-14.2222,-23.0000,C,0.0254,0.0254,0.2540,1.5240,10.4140,36.0680,69.0880,62.7380,48.0060,18.5420,0.5080,0.0254,MM,43.00,FT,4.00,26.00
A,D,MANITOBA,DAUPHIIN,N,51.1500,W,DD,100.0500,FBO,FD,M,,2.2037,355.3460,-17.2222,19.5000,96.7740,0.2540,-1.0000,-17.2222,-14.8889,-8.1111,2.8333,10.7778,15.6667,19.5000,17.8889,12.1111,6.0000,-5.1667,-12.9444,C,0.2540,0.2540,5.0800,13.7160,44.7040,96.7740,63.2460,62.2300,44.9580,19.0500,4.5720,0.5080,MM,1874.00,FT,842.00,17.00
A,D,MANITOBA,GILLAM,N,56.3500,W,DD,94.7700,FBO,T,A1,,-4.7870,287.3502,-26.3333,14.8333,78.9940,0.0254,0.1000,-26.3333,-23.5000,-15.9444,-6.1667,2.5556,9.8333,14.8333,13.3333,6.9444,0.3333,-11.6111,-21.7222,C,0.0254,0.0254,0.2540,4.0640,18.5420,49.0220,78.9940,65.2780,57.6580,13.2080,0.2540,0.0254,MM,454.00,FT,102.00,17.00
A,D,MANITOBA,LYNN_LAKE,N,56.8500,W,DD,101.0500,FBO,,M,,-3.7917,292.1000,-26.8889,15.6667,77.7240,0.0000,0.1000,-26.8889,-21.2778,-15.5000,-4.0556,5.5556,12.0000,15.6667,13.7778,6.8889,0.7778,-11.7778,-20.6667,C,0.0000,0.0000,0.2540,3.5560,27.6860,44.4500,77.7240,55.6260,69.5960,11.4300,0.7620,1.0160,MM,940.00,FT,435.00,17.00
A,D,MANITOBA,MOOSEHORN,N,51.3000,W,DD,98.3833,FBO,,M,A1,1.0694,344.9320,-19.6111,18.8889,91.4400,0.0000,-1.0000,-19.6111,-16.9444,-10.2222,1.4444,10.1667,15.0556,18.8889,17.6667,11.6667,5.2778,-6.0556,-14.5000,C,0.2540,0.0000,1.7780,17.7800,36.8300,91.4400,45.2120,67.5640,51.0540,24.8920,7.3660,0.7620,MM,2212.00,FT,670.00,17.00
A,D,MANITOBA,NEEPAWA,N,50.2300,W,DD,99.5000,FD,,M,,1.9861,345.9988,-17.6667,19.0556,82.8040,0.0254,-1.0000,-17.6667,-15.3889,-8.2222,2.6667,10.5000,15.7778,19.0556,17.8333,12.0000,5.4444,-5.2222,-12.9444,C,0.0254,0.5080,0.2540,13.7160,43.6880,82.8040,72.3900,65.5320,41.1480,21.3360,4.5720,0.0254,MM,1273.00,FT,665.00,10.00
A,D,MANITOBA,THE-PAS,N,53.8100,W,DD,101.2500,FBO,,A1,,0.2222,318.5414,-21.6667,18.5000,66.2940,0.0254,0.1000,-21.6667,-18.1111,-10.7778,0.3889,9.2222,14.5556,18.5000,16.6667,10.3889,3.4444,-8.3333,-11.6111,C,0.5080,0.0254,1.0160,12.7000,38.1000,60.4520,66.2940,59.6900,54.6100,21.5900,3.3020,0.2540,MM,890.00,FT,648.00,17.00
A,D,MANITOBA,WABOWDEN,N,54.9000,W,DD,97.2300,FBO,,A1,,-2.1157,324.6628,-23.6111,16.7778,79.5020,0.0254,0.1000,-23.6111,-20.0000,-12.2222,-2.1667,6.2778,12.3333,16.7778,15.0000,8.8333,2.4444,-9.5556,-19.5000,C,0.0254,0.0254,0.5080,3.0480,35.0520,65.7860,79.5020,65.5320,56.6420,17.0180,1.2700,0.2540,MM,786.00,FT,348.00,17.00
A,D,MANITOBA,WINNIPEG,N,49.8800,W,DD,97.1500,FBO,,M,A1,2.5231,386.5880,-17.7222,20.1667,81.0260,0.2540,-1.0000,-17.7222,-15.5000,-7.9444,3.3333,11.3333,16.5000,20.1667,18.8889,12.7778,6.2222,-4.8333,-12.9444,C,0.2540,0.7620,6.8580,19.8120,47.4980,81.0260,68.8340,70.1040,54.3560,29.7180,6.6040,0.7620,MM,2816.00,FT,518.00,17.00
A,D,MARTINIQU,FORT_DE_F,N,14.6167,W,DD,61.0667,FE,,H,,25.3426,1829.5620,24.0000,26.3889,236.4740,58.6740,2.0000,24.1111,24.0000,24.3889,25.2222,25.8889,26.0000,25.8889,26.2778,26.3889,26.2222,25.6111,24.1111,C,95.2500,70.6120,58.6740,81.0260,116.3320,160.0200,207.5180,233.9340,229.1080,218.4400,236.4740,122.1740,MM,472.00,FT,1.00,1.00
A,D,MARYLAND,ANNAPOLIS,N,38.9800,W,DD,76.4600,FD,,U,,13.2963,1106.1700,1.5556,25.3333,116.3320,72.3900,1.0000,1.5556,1.9444,6.3333,11.9444,17.8333,22.8889,25.3333,24.5000,21.0000,14.7222,8.5000,3.0000,C,83.3120,80.0100,95.7580,91.6940,100.3300,100.3300,110.4900,116.3320,94.9960,77.4700,72.3900,83.0580,MM,2.00,FT,109.00,10.00
A,D,MASSACHUS,EDGARTOWN,N,41.3800,W,DD,70.5200,FD,,S,,9.7130,1180.8460,-0.5556,20.7778,127.5080,65.0240,1.0000,-0.4444,-0.5556,2.3889,7.3889,12.1667,17.1667,20.7778,20.1111,17.0556,12.3889,7.1111,1.0000,C,106.6800,105.4100,109.9820,115.5700,100.5840,65.0240,73.4060,127.5080,75.6920,84.0740,111.2520,105.6640,MM,20.00,FT,10.00,10.00
A,D,MASSACHUS,PLYMOUTH,N,41.9800,W,DD,70.7000,FD,,S,,9.7130,1170.4320,-1.4444,21.3889,113.0300,79.7560,-4.0000,-1.2222,-1.4444,2.6667,7.8333,13.2778,18.2778,21.3889,20.3889,16.8889,11.7778,6.3333,0.3889,C,107.6960,99.0600,113.0300,104.3940,86.1060,79.7560,81.7880,100.5840,88.9000,98.2980,106.4260,104.3940,MM,25.00,FT,6.00,12.00
A,D,MEXICO,ABASOLO,N,24.0700,W,DD,98.3800,DTW,DSS,D,M,24.6852,673.8620,18.3889,29.7778,164.8460,4.0640,1.0000,18.3889,20.2778,21.1111,26.2222,28.6111,29.2778,29.2222,29.7778,28.1111,25.6111,21.0000,18.6111,C,27.4320,14.2240,4.0640,43.9420,58.4200,107.9500,58.6740,92.4560,164.8460,56.8960,29.7180,15.2400,MM,276.00,FT,90.00,13.00
A,D,MEXICO,ACAPULCO,N,16.8333,W,DD,99.9333,DTW,,A3,,27.1574,1503.9340,25.7222,28.3889,430.0220,0.0000,-1.0000,25.7222,25.7222,26.2222,26.7778,28.2222,28.2222,28.3889,28.2778,27.6111,27.6111,27.0000,26.1111,C,9.1440,0.7620,0.0000,0.2540,29.4640,430.0220,216.4080,246.1260,359.9180,169.9260,30.4800,11.4300,MM,10.00,FT,6.00,13.00
A,D,MEXICO,AGUACALIE,N,21.8800,W,DD,108.3000,DTW,,A3,,17.8796,551.1800,13.0000,22.0000,135.6360,0.7620,2.0000,13.0000,14.7222,17.3889,20.0000,22.0000,21.2778,19.7778,19.7778,19.2222,18.0000,15.6111,13.7778,C,11.4300,5.8420,3.5560,0.7620,17.7800,110.7440,135.6360,106.1720,89.4080,33.5280,18.7960,17.5260,MM,6163.00,FT,301.00,7.00
A,D,MEXICO,AHOME,N,25.9200,W,DD,109.1800,DSS,,D,,24.4028,324.3580,17.5000,31.7222,80.2640,0.5080,1.0000,17.5000,18.3889,20.1111,22.7778,25.3889,29.2222,31.7222,31.2222,30.3889,26.7222,21.3889,18.0000,C,3.0480,5.3340,5.0800,0.5080,0.5080,7.1120,48.7680,80.2640,76.9620,27.1780,11.6840,57.9120,MM,128.00,FT,4.00,27.00
A,D,MEXICO,ALTAR,N,30.7333,W,DD,111.7667,DSS,,D,,21.9676,274.0660,12.7778,31.3889,73.9140,0.5080,0.1000,12.7778,15.2778,16.5000,20.0000,24.2778,28.7222,31.3889,30.3889,28.8889,23.3889,17.7778,14.2222,C,14.7320,10.4140,8.6360,3.5560,0.5080,9.6520,73.9140,57.9120,42.9260,13.2080,21.0820,17.5260,MM,1302.00,FT,156.00,27.00
A,D,MEXICO,AURORA,N,15.2000,W,DD,92.4167,FMO,,H,,26.9537,4432.5540,23.8889,28.2778,906.2720,20.8280,1.0000,23.8889,27.0000,28.2222,28.1111,28.2778,27.1111,26.7222,27.2222,26.8889,27.0000,26.8889,26.1111,C,33.7820,20.8280,49.5300,125.9840,456.9460,906.2720,599.1860,726.6940,797.0520,531.3680,134.1120,50.8000,MM,836.00,FT,50.00,7.00
A,D,MEXICO,BURRO-EL,N,29.2200,W,DD,101.5500,DSS,,D,,21.3380,150.8760,12.8889,27.3889,39.3700,1.0160,1.0000,12.8889,16.0000,18.7778,22.3889,24.8889,27.3889,26.5000,26.7222,25.8889,23.0000,17.5000,14.1111,C,8.1280,2.5400,1.0160,5.5880,14.2240,16.2560,39.3700,15.7480,24.3840,9.3980,4.3180,9.9060,MM,2500.00,FT,440.00,27.00
A,D,MEXICO,CALLES-PR,N,27.7000,W,DD,105.1700,DSS,,D,,16.8704,420.8780,12.1111,20.8889,152.4000,1.7780,1.0000,12.1111,13.5000,15.3889,18.1111,20.3889,20.8889,19.2778,19.2778,18.8889,17.1111,14.2222,13.2778,C,19.8120,7.6200,3.3020,1.7780,25.6540,73.9140,152.4000,108.9660,103.8860,29.4640,23.8760,7.3660,MM,6642.00,FT,400.00,27.00
A,D,MEXICO,CAMARGO,N,26.3200,W,DD,98.8300,DSS,DTW,A3,,24.5602,599.9480,15.6111,31.7222,114.8080,20.0660,1.0000,15.7778,18.7778,22.1111,26.0000,28.3889,30.0000,30.5556,31.7222,29.2778,25.7778,20.7222,15.6111,C,31.4960,31.4960,33.5280,20.0660,61.4680,84.5820,41.4020,22.8600,114.8080,57.6580,43.4340,57.1500,MM,223.00,FT,148.00,13.00
A,D,MEXICO,CARBO,N,29.7200,W,DD,110.9700,DSS,,D,,22.2269,360.6800,14.6111,29.2222,122.4280,0.7620,-1.0000,15.7778,16.2222,17.2222,20.5000,23.8889,27.3889,29.0000,29.2222,28.3889,24.2222,20.2778,14.6111,C,1.0160,0.7620,8.3820,3.8100,5.5880,3.0480,122.4280,86.3600,44.4500,8.3820,5.5880,70.8660,MM,1522.00,FT,120.00,27.00
A,D,MEXICO,CARRILLO,N,26.8700,W,DD,103.9500,DSS,,D,,18.7917,288.7980,11.5000,25.2222,73.1520,3.5560,3.0000,11.5000,13.2222,16.2222,19.6111,22.5000,25.2222,24.1111,24.3889,22.7778,19.2222,15.0000,11.7222,C,5.0800,4.8260,10.1600,3.5560,7.3660,39.8780,51.5620,55.8800,73.1520,10.9220,5.3340,21.0820,MM,3615.00,FT,505.00,27.00
A,D,MEXICO,CASAS_GRA,N,30.3667,W,DD,104.9833,DSS,,D,,16.5185,357.1240,7.1111,25.7222,86.3600,7.1120,1.0000,7.6111,10.1111,13.2222,14.8889,20.2222,25.3889,25.7222,24.2778,21.7778,16.8889,11.0000,7.1111,C,9.3980,16.2560,7.1120,10.4140,13.4620,21.3360,65.5320,86.3600,52.5780,34.2900,18.5420,21.8440,MM,4648.00,FT,440.00,27.00
A,D,MEXICO,CHARCAS,N,23.1200,W,DD,101.0900,DSS,,D,,16.4583,386.8420,11.6111,19.6111,72.1360,5.8420,2.0000,11.6111,13.5000,15.1111,17.7222,19.6111,19.6111,19.6111,19.0000,18.3889,16.7778,13.7778,12.7778,C,11.9380,10.6680,10.9220,5.8420,38.6080,64.0080,60.1980,38.3540,72.1360,40.1320,23.1140,10.9220,MM,6626.00,FT,348.00,27.00
A,D,MEXICO,CHICHIMEC,N,22.0000,W,DD,100.0000,DTW,DSS,M,D,20.2217,527.4850,15.0600,24.2200,103.1240,6.4770,4.0000,15.0600,17.6900,20.0800,22.8600,24.2200,23.2500,22.1900,22.5000,21.8100,19.8900,17.4200,15.6900,C,14.3510,6.4770,13.8430,13.5890,45.3390,89.9160,89.6620,72.6440,103.1240,45.3390,19.4310,13.7700,MM,1131.67,FT,220.00,13.00
A,D,MEXICO,CHICONTEP,N,20.9833,W,DD,98.1667,FE,FMO,M,,21.5185,1864.6140,15.1111,25.5000,360.1720,47.7520,3.0000,15.1111,17.8889,19.7778,23.1111,25.1111,25.5000,24.2778,24.8889,24.1111,23.1111,19.2222,16.1111,C,66.2940,69.8500,76.9620,47.7520,145.0340,291.0840,246.3800,178.0540,360.1720,212.0900,104.3940,66.5480,MM,1952.00,FT,106.00,1.00
A,D,MEXICO,CHIHUAHUA,N,28.6333,W,DD,106.0667,DSS,,D,,18.0926,394.7160,9.2222,26.7222,95.5040,3.8100,2.0000,9.6111,11.7778,14.8889,18.7222,23.1111,26.7222,25.1111,24.2222,22.2222,18.2222,13.2778,9.2222,C,3.8100,5.3340,8.1280,7.6200,10.4140,24.3840,79.5020,95.5040,94.4880,36.5760,7.6200,21.3360,MM,4667.00,FT,400.00,27.00
A,D,MEXICO,COAHUILEN,N,26.0000,W,DD,102.0700,DSS,,D,,21.8058,253.8860,13.3100,28.1500,64.9390,3.7250,3.0000,13.3100,16.3000,19.1500,23.1700,26.1300,28.1500,27.8300,27.9600,25.8300,22.5000,17.6700,13.6700,C,9.5670,8.5510,3.7250,7.8740,22.6910,26.0770,36.5760,24.9770,64.9390,23.0290,11.4300,14.4500,MM,2896.67,FT,509.00,27.00
A,D,MEXICO,CONCORDIA,N,25.7800,W,DD,103.1200,DSS,,D,,20.5602,189.9920,12.3889,26.3889,41.1480,1.5240,1.0000,12.7778,15.8889,18.0000,21.3889,24.7222,26.1111,26.1111,26.3889,24.7222,22.0000,16.2222,12.3889,C,11.4300,4.5720,1.5240,2.5400,7.3660,16.2560,33.2740,18.5420,41.1480,19.5580,12.7000,21.0820,MM,3624.00,FT,470.00,27.00
A,D,MEXICO,DURANGO,N,24.0167,W,DD,104.6667,DSS,,D,,17.1296,483.3620,11.6111,22.2222,125.4760,1.2700,1.0000,11.6111,13.1111,15.6111,18.3889,20.7778,22.2222,20.2222,20.1111,19.2778,17.7222,14.3889,12.1111,C,13.2080,9.3980,1.2700,3.3020,13.4620,60.9600,125.4760,90.6780,101.0920,31.2420,14.4780,18.7960,MM,6225.00,FT,200.00,27.00
A,D,MEXICO,EL_BOLEO,N,27.3167,W,DD,112.3333,DSS,,D,,24.2222,123.6980,16.1111,31.5000,49.7840,0.0000,1.0000,16.1111,18.0000,20.0000,22.7222,26.1111,29.2222,31.3889,31.5000,30.2222,26.5000,21.2778,17.6111,C,2.0320,2.7940,0.2540,0.5080,2.2860,0.0000,4.5720,16.2560,49.7840,10.1600,7.1120,27.9400,MM,16.00,FT,5.00,27.00
A,D,MEXICO,ENSENADA,N,31.8667,W,DD,116.6333,DSS,,D,,16.6065,331.4700,12.7222,21.0000,78.4860,0.0000,5.0000,12.7222,13.3889,14.2778,15.2778,17.1111,18.2222,20.2222,21.0000,19.2778,17.7778,16.1111,13.8889,C,78.4860,67.0560,32.2580,31.4960,10.9220,4.5720,2.2860,0.0000,2.5400,17.0180,20.3200,64.5160,MM,43.00,FT,6.00,27.00
A,D,MEXICO,GALEANA,N,24.8333,W,DD,100.0667,DSS,,D,,17.9676,472.9480,13.3889,21.2222,101.0920,9.3980,3.0000,13.3889,15.2778,16.1111,19.0000,20.5000,21.2222,21.0000,20.7778,20.2778,18.7778,15.5000,13.7778,C,23.1140,19.5580,9.3980,10.6680,58.1660,73.4060,52.8320,38.1000,101.0920,43.9420,26.4160,16.2560,MM,5425.00,FT,246.00,27.00
A,D,MEXICO,GONZALEZ-,N,30.6300,W,DD,106.5100,DSS,,D,,15.9537,191.2620,4.0000,25.6111,42.6720,3.3020,2.0000,4.8889,7.3889,11.5000,16.6111,22.2778,25.6111,25.5000,24.3889,22.5000,17.3889,9.3889,4.0000,C,3.3020,6.6040,5.8420,8.6360,9.9060,7.8740,42.1640,42.6720,27.9400,19.8120,7.8740,8.6360,MM,3952.00,FT,496.00,27.00
A,D,MEXICO,GUADALUPE,N,24.4200,W,DD,108.1300,DSS,,D,,16.5787,401.0660,13.7778,19.3889,100.5840,1.5240,0.1000,14.2222,13.7778,15.2222,17.0000,18.5000,19.2778,19.3889,18.0000,17.3889,16.5000,15.3889,14.2778,C,7.6200,5.0800,2.7940,1.5240,5.0800,46.9900,100.5840,96.7740,85.8520,26.6700,8.1280,13.9700,MM,6501.00,FT,9.00,27.00
A,D,MEXICO,GUAICURA-,N,25.0000,W,DD,111.5400,DSS,,D,,22.1942,137.3170,14.0000,30.5000,46.2280,0.0250,2.0000,14.0000,16.0000,17.7800,20.1100,22.8900,27.2200,30.5000,30.3900,29.0000,24.6100,19.5000,14.3300,C,2.9210,7.4930,0.3940,0.2540,0.0250,0.1400,6.2230,29.2100,46.2280,7.3660,10.1600,26.9030,MM,989.33,FT,40.00,27.00
A,D,MEXICO,GUAYAMAS,N,27.9167,W,DD,110.8833,DSS,,D,,24.5278,251.4600,17.7222,30.7222,75.4380,0.7620,1.0000,17.7222,18.8889,20.7222,22.7778,25.5000,28.7778,30.7222,30.5000,30.2222,27.2778,22.6111,18.6111,C,8.1280,6.3500,4.5720,3.0480,2.7940,0.7620,46.7360,75.4380,54.6100,9.3980,10.9220,28.7020,MM,13.00,FT,3.00,27.00
A,D,MEXICO,JUAREZ,N,31.7333,W,DD,106.4833,DSS,,D,,16.6759,186.9440,5.3889,27.0000,32.5120,5.5880,1.0000,5.3889,8.8889,12.2222,17.7778,21.2222,25.7222,27.0000,26.0000,22.7778,17.2222,9.7778,6.1111,C,5.5880,10.4140,7.6200,7.6200,15.4940,11.9380,29.2100,32.5120,23.8760,23.8760,9.3980,9.3980,MM,3729.00,FT,600.00,27.00
A,D,MEXICO,LERDO,N,25.5000,W,DD,103.5300,DSS,,D,,21.2917,267.2080,13.6111,27.5000,68.3300,2.5400,3.0000,13.7222,16.2778,19.2222,23.0000,25.8889,27.5000,26.5000,26.3889,24.5000,21.6111,17.2778,13.6111,C,6.0960,4.3180,2.5400,3.3020,15.4940,26.6700,43.6880,31.4960,68.3300,18.7960,9.6520,11.4300,MM,3739.00,FT,399.00,27.00
A,D,MEXICO,MARTIN-DO,N,27.5000,W,DD,100.7300,DSS,,D,A3,22.6620,461.0100,12.7778,30.7222,86.1060,18.5420,1.0000,12.9444,15.2778,19.1111,23.7778,27.1111,29.7222,30.7222,30.7222,28.1111,23.8889,17.7778,12.7778,C,28.4480,20.0660,20.5740,42.9260,50.2920,48.5140,31.7500,39.1160,86.1060,50.0380,18.5420,24.6380,MM,787.00,FT,320.00,13.00
