SECNO,REGION,STATE,STATION,LAT,LATITUDE,LONG,LUNIT,LONGITUD,VEGTAT,VEG,SOIL,SOIL2,CMAT,CRR,MCM,MWM,RHIGH,RLOW,RRCORR,TJAN,TFEB,TMAR,TAPR,TMAY,TJUN,TJUL,TAUG,TSEP,TOCT,TNOV,TDEC,TUNIT,RJAN,RFEB,RMAR,RAPR,RMAY,RJUN,RJUL,RAUG,RSEP,ROCT,RNOV,RDEC,RUNIT,ELEV,ELUNIT,COKLM,VEGNU
E,C,SOUTH-AFR,//XEGWI-H,S,26.2800,E,DD,30.2300,GS,,A2,,16.6525,918.7200,11.5000,20.2200,156.9700,10.9200,-1.0000,20.2200,20.1100,19.0000,17.0000,14.2800,11.6100,11.5000,13.7200,15.7800,18.1100,18.7200,19.7800,C,152.9100,121.9200,106.9300,50.0400,22.1000,10.9200,12.9500,14.9900,42.9300,95.0000,131.0600,156.9700,MM,6212.50,FT,200.00,7.00
E,C,SOUTH-AFR,/AUNI-KHO,S,27.3700,E,DD,19.8200,DTG,,D,,18.2650,123.7700,10.7900,23.4500,22.9700,1.2700,2.0000,23.4500,23.0800,21.2800,18.0200,14.0500,10.7900,10.7900,13.3200,17.6600,21.2800,22.3700,23.0900,C,14.9700,21.8400,22.9700,15.8750,6.6000,1.2700,2.7900,2.4050,3.4300,5.2050,14.6050,11.8100,MM,3138.67,FT,540.00,19.00
E,C,SOUTH-AFR,ALEXANDER,S,28.6167,E,DD,16.4833,D,,D,,15.4028,41.4020,13.2222,17.3889,7.8740,1.0160,5.0000,17.2778,17.3889,17.0000,16.0000,15.1111,14.2778,13.2222,13.2778,13.8889,14.6111,16.2778,16.5000,C,1.0160,1.0160,6.0960,4.0640,5.0800,3.0480,7.8740,3.0480,4.0640,2.0320,2.0320,2.0320,MM,39.00,FT,3.00,28.00
E,C,SOUTH-AFR,BUTHA_BUT,S,28.7667,E,DD,28.2500,GS,,A2,,14.2037,817.1180,6.8889,19.3889,134.1120,10.9220,1.0000,19.2222,19.1111,17.3889,14.3889,10.1111,6.8889,7.1111,9.6111,13.1111,16.2222,17.8889,19.3889,C,134.1120,117.0940,103.8860,55.1180,28.9560,10.9220,13.9700,17.0180,32.0040,78.9940,106.9340,118.1100,MM,5799.00,FT,340.00,18.00
E,C,SOUTH-AFR,CAPETOWN,S,33.9333,E,DD,18.4833,FSS,,A4,,17.3796,626.8720,12.8889,21.7222,108.9660,14.9860,4.0000,21.5000,21.7222,20.5000,18.1111,15.2778,13.7222,12.8889,13.7222,14.7222,16.8889,19.1111,20.3889,C,17.0180,14.9860,22.0980,49.0220,93.9800,108.9660,93.9800,83.0580,57.9120,39.8780,25.9080,20.0660,MM,39.00,FT,6.00,23.00
E,C,SOUTH-AFR,FAURESMIT,S,29.7667,E,DD,25.3167,GS,DSS,D,A3,15.5509,412.2420,7.1111,22.7778,68.0720,6.0960,2.0000,22.7778,21.7778,19.2778,15.2778,10.8889,7.5000,7.1111,10.1111,13.5000,17.2222,19.3889,21.7778,C,55.1180,55.1180,68.0720,46.9900,23.8760,7.8740,6.0960,11.9380,20.0660,35.0520,39.1160,42.9260,MM,4532.00,FT,407.00,18.00
E,C,SOUTH-AFR,JOHANNESB,S,26.2000,E,DD,28.0500,GS,,A3,,16.3009,769.1120,10.2778,20.2778,136.9060,6.0960,0.1000,20.2778,19.7778,18.5000,16.2222,13.0000,10.2778,10.2778,13.1111,16.8889,18.3889,19.0000,19.8889,C,136.9060,112.0140,99.0600,39.8780,23.1140,6.0960,10.9220,9.9060,23.1140,64.0080,117.0940,127.0000,MM,5749.00,FT,475.00,7.00
E,C,SOUTH-AFR,KIMBERLY,S,28.8000,E,DD,24.7667,DTG,,D,,18.3472,414.0200,10.5000,25.1111,77.9780,6.0960,2.0000,25.1111,24.0000,21.6111,18.1111,13.7778,10.7222,10.5000,13.5000,16.3889,20.2222,22.1111,24.1111,C,59.9440,64.0080,77.9780,38.1000,19.0500,6.0960,6.0960,8.8900,14.9860,25.9080,40.8940,52.0700,MM,3926.00,FT,538.00,19.00
E,C,SOUTH-AFR,KRUGER-PA,S,23.8500,E,DD,31.3800,SW,,A3,,23.3108,511.2460,17.7800,26.8900,93.6700,4.0640,-1.0000,26.8900,26.3900,25.5000,23.8900,20.7800,17.8900,17.7800,19.7800,22.7200,25.2200,26.1100,26.7800,C,87.3760,88.6460,65.3630,34.0360,10.5830,7.0270,10.9220,4.0640,16.3410,26.5850,66.6330,93.6700,MM,1556.17,FT,310.00,6.00
E,C,SOUTH-AFR,KRUGER-PA,S,25.4300,E,DD,31.9500,SW,,A3,,23.0142,803.4720,17.2800,26.8900,153.5430,9.0170,0.1000,26.8900,26.6100,25.7200,23.7200,20.2800,17.2800,17.5000,19.7800,22.1100,24.2800,25.2200,26.7800,C,153.5430,133.4770,118.4910,44.5770,20.0660,9.0170,12.9540,9.3980,26.5430,57.5310,102.9970,114.8780,MM,1402.50,FT,200.00,6.00
E,C,SOUTH-AFR,MOSSEL_BA,S,34.1833,E,DD,22.1500,FSS,,A4,,17.9722,569.4680,14.8889,21.3333,41.9100,26.9240,7.0000,21.2222,21.3333,20.1111,18.7222,17.1111,15.7778,14.8889,15.2778,15.7222,16.8889,18.5000,20.1111,C,26.9240,34.0360,37.0840,39.1460,35.0520,29.9720,30.9880,34.0360,41.9100,40.8940,36.0680,30.9880,MM,197.00,FT,2.00,16.00
E,C,SOUTH-AFR,NELSPOORT,S,32.0800,E,DD,23.0200,DSS,,D,,16.3704,227.8380,9.5000,22.3889,41.9100,7.8740,2.0000,22.3889,21.8889,20.2222,16.7222,13.0000,10.0000,9.5000,11.5000,13.7778,16.7778,18.8889,21.7778,C,18.0340,28.9560,41.9100,19.0500,14.9860,7.8740,10.9220,11.9380,12.9540,16.0020,22.0980,23.1140,MM,3319.00,FT,206.00,27.00
E,C,SOUTH-AFR,O'OKIEP,S,29.6000,E,DD,17.8700,DSS,,D,,17.5833,162.0520,11.1111,23.2222,25.9080,4.0640,4.0000,22.8889,23.2222,21.7778,18.5000,15.1111,12.8889,11.1111,12.8889,14.1111,17.2778,19.5000,21.7222,C,4.0640,7.1120,9.9060,13.9700,23.1140,25.9080,20.0660,23.8760,14.9860,8.8900,6.0960,4.0640,MM,3040.00,FT,87.00,27.00
E,C,SOUTH-AFR,OUDTSHOOR,S,33.5800,E,DD,22.2000,DSS,,A4,D,17.8519,232.1560,11.1111,23.8889,30.9880,9.9060,-3.0000,23.7222,23.8889,22.0000,18.7222,14.6111,11.6111,11.1111,13.1111,15.2778,17.8889,20.2778,22.0000,C,9.9060,12.9540,25.9080,21.0820,21.0820,10.9220,19.0500,16.0020,22.0980,21.0820,30.9880,21.0820,MM,1098.00,FT,50.00,27.00
E,C,SOUTH-AFR,POFADDER,S,29.1333,E,DD,19.3833,DSS,,D,,18.5370,98.5520,10.7222,25.5000,19.0500,1.0160,-2.0000,25.5000,25.2778,23.0000,19.1111,14.6111,11.7222,10.7222,12.7778,15.7222,19.1111,21.3889,23.5000,C,3.0480,12.9540,17.0180,13.9700,6.0960,1.0160,4.0640,3.0480,6.0960,5.0800,19.0500,7.1120,MM,3260.00,FT,230.00,27.00
E,C,SOUTH-AFR,PORT-NOLL,S,29.2300,E,DD,16.8700,DSS,D,D,,14.0880,60.9600,11.8889,15.7778,8.8900,2.0320,5.0000,15.6111,15.7778,15.5000,14.5000,13.8889,13.2222,11.8889,12.2778,12.7778,13.5000,14.8889,15.2222,C,2.0320,2.0320,5.0800,5.0800,8.8900,7.8740,8.8900,7.8740,5.0800,3.0480,3.0480,2.0320,MM,22.00,FT,2.00,27.00
E,C,SOUTH-AFR,UMFOLOZI-,S,28.2500,E,DD,31.1000,SW,,A3,,19.3567,1006.5580,14.7400,22.9100,143.9330,27.1780,1.0000,22.7400,22.9100,21.7000,19.8100,17.2600,14.9300,14.7400,16.5200,18.2800,19.9300,21.1100,22.3500,C,141.3090,129.2860,143.9330,60.2830,43.1800,28.1940,27.1780,28.6170,53.2550,90.3390,120.9890,139.9950,MM,3347.50,FT,100.00,3.00
E,C,SOUTH-AFR,UPINGTON,S,28.4500,E,DD,21.2500,DTG,,D,,20.4769,155.9560,12.7222,27.5000,41.9100,2.0320,2.0000,27.5000,26.8889,24.7222,20.6111,15.8889,12.8889,12.7222,15.1111,17.7222,21.5000,23.8889,26.2778,C,16.0020,24.8920,41.9100,19.0500,12.9540,2.0320,2.0320,3.0480,3.0480,7.1120,10.9220,12.9540,MM,2640.00,FT,448.00,19.00
E,C,SOUTH-AFR,VAN-WYKSV,S,30.3500,E,DD,21.8200,DSS,,D,,18.1898,173.2280,9.7778,26.0000,39.1160,6.0960,2.0000,26.0000,25.5000,22.8889,18.1111,14.0000,10.6111,9.7778,12.2222,15.0000,19.0000,20.7778,24.3889,C,14.9860,28.9560,39.1160,21.0820,10.9220,6.0960,6.0960,6.0960,6.0960,8.8900,13.9700,10.9220,MM,3148.00,FT,395.00,27.00
E,C,SOUTH-AFR,VICTORIA_,S,31.4000,E,DD,23.1500,DSS,,D,,14.8009,253.4920,5.7222,22.2778,48.0060,7.1120,2.0000,22.2778,21.3889,18.7778,15.2222,10.7222,7.2222,5.7222,9.1111,12.1111,15.8889,18.3889,20.7778,C,25.9080,40.8940,48.0060,25.9080,19.0500,8.8900,7.1120,7.8740,11.9380,13.9700,20.0660,23.8760,MM,4122.00,FT,288.00,27.00
E,C,SPANISH-N,MELILLA,N,35.3333,W,DD,3.0000,FSM,FSS,M,,18.3102,391.1600,12.2222,25.5556,71.1200,2.5400,3.0000,12.2222,12.7778,14.4444,16.1111,18.8889,21.9444,24.7222,25.5556,23.3333,20.0000,16.1111,13.6111,C,66.0400,40.6400,35.5600,35.5600,17.7800,7.6200,2.5400,2.5400,20.3200,30.4800,71.1200,60.9600,MM,853.00,FT,57.00,15.00
E,C,SPANISH-S,VILLA-CIS,N,23.7000,W,DD,15.9167,DSS,,D,,20.3472,33.0200,17.8889,23.0000,9.9060,0.0000,3.0000,17.8889,18.2778,18.8889,19.2222,20.2222,20.8889,21.5000,22.5000,23.0000,22.2778,21.0000,18.5000,C,2.0320,1.0160,1.0160,1.0160,1.0160,0.0000,0.0000,2.0320,9.9060,2.0320,3.0480,9.9060,MM,38.00,FT,2.00,27.00
E,C,SUDAN,ABI-HAMED,N,19.5300,E,DD,33.3300,DSS,,D,,28.8657,19.2532,21.1111,34.4444,12.9540,0.0254,0.1000,21.1111,21.2222,25.1111,29.0000,33.1111,33.2222,34.1667,34.4444,34.3333,31.4444,26.7222,22.5000,C,0.0254,0.0254,0.0254,0.0254,1.0160,0.0254,4.0640,12.9540,1.0160,0.0254,0.0254,0.0254,MM,1033.00,FT,400.00,27.00
E,C,SUDAN,AKOBO,N,7.7833,E,DD,33.0167,STG,,U,,28.0648,942.0860,25.7222,31.2222,213.1060,1.0160,5.0000,28.5000,30.0000,31.2222,30.7222,26.8333,26.7222,25.7222,25.7778,26.7222,29.2222,27.8333,27.5000,C,1.0160,3.0480,17.0180,62.9920,125.9840,124.9680,165.1000,213.1060,138.9380,72.8980,13.9700,3.0480,MM,1312.00,FT,1106.00,6.00
E,C,SUDAN,ATBARA,N,17.7000,E,DD,33.9667,DTG,,D,,29.7083,73.4060,22.6111,35.0000,39.1160,0.0000,2.0000,22.6111,23.5000,26.7222,30.7222,33.7222,35.0000,33.7222,32.8889,33.8889,32.0000,27.5556,24.1667,C,0.0000,0.0000,0.0000,1.0160,3.0480,1.0160,22.0980,39.1160,5.0800,2.0320,0.0000,0.0000,MM,1132.00,FT,360.00,19.00
E,C,SUDAN,AWEIL,N,8.7667,E,DD,27.4000,STG,SW,O,,27.3102,947.9280,24.7222,31.0000,211.0740,0.0000,3.0000,25.9444,28.0000,29.8333,31.0000,29.2778,27.6667,26.1667,25.8333,26.5000,27.1667,25.6111,24.7222,C,0.0000,2.0320,8.8900,33.0200,125.9840,159.0040,211.0740,200.9140,152.9080,51.0540,3.0480,0.0000,MM,1361.00,FT,1708.00,6.00
E,C,SUDAN,DAYM_ZABA,N,7.7000,E,DD,26.2167,SW,,O,,29.0787,1309.1160,24.2778,33.2222,250.9520,0.0000,2.0000,24.2778,24.7778,27.7778,30.3889,32.5000,33.2222,30.7778,30.2222,31.2222,30.7778,28.0000,25.0000,C,0.0000,5.0800,26.9240,76.9620,128.0160,195.0720,225.0440,250.9520,240.0300,124.9680,35.0520,1.0160,MM,1738.00,FT,1903.00,3.00
E,C,SUDAN,DUNGULAH,N,19.1700,E,DD,30.4800,D,DSS,D,,27.7130,24.0792,19.0000,34.2778,12.9540,0.0254,0.1000,19.0000,19.5000,23.1111,28.2778,32.8889,33.5000,33.7778,34.2778,32.7778,30.2222,24.7222,20.5000,C,0.0254,0.0254,1.0160,0.0254,1.0160,0.0254,8.8900,12.9540,0.0254,0.0254,0.0254,0.0254,MM,737.00,FT,699.00,28.00
E,C,SUDAN,GENEINA,N,13.4833,E,DD,22.4500,DSS,,D,,25.8796,549.1480,22.2778,29.5000,230.1240,0.0000,3.0000,22.2778,24.1111,26.2778,28.8889,29.5000,29.1111,26.7778,25.0000,25.7778,26.2222,24.1111,22.5000,C,0.0000,0.0000,1.0160,4.0640,26.9240,36.0680,162.0520,230.1240,78.9940,9.9060,0.0000,0.0000,MM,2640.00,FT,1700.00,27.00
E,C,SUDAN,HAYYA,N,18.3333,E,DD,36.3667,DSS,,D,,28.2361,75.9460,23.1111,32.7778,25.9080,0.0000,2.0000,23.1111,23.3889,25.6111,29.2222,31.6111,32.7778,31.2222,30.5000,31.2778,29.3889,26.6111,24.1111,C,0.0000,0.0000,0.0000,5.0800,8.8900,1.0160,22.0980,25.9080,8.8900,3.0480,1.0160,0.0000,MM,2099.00,FT,114.00,27.00
E,C,SUDAN,JUBAYT,N,18.9500,E,DD,36.8500,DSS,,D,,25.3657,127.2540,19.6111,30.7778,54.1020,0.0000,1.0000,19.6111,19.6111,21.5000,24.3889,27.7222,30.5000,30.7778,30.5000,29.7222,25.7222,23.2222,21.1111,C,2.0320,0.0000,1.0160,3.0480,9.9060,7.1120,28.9560,54.1020,10.9220,6.0960,3.0480,1.0160,MM,2608.00,FT,65.00,27.00
E,C,SUDAN,KADUGLI,N,11.0000,E,DD,29.7167,STG,,A3,,27.6343,764.0320,25.7778,31.2222,166.8780,0.0000,3.0000,26.3889,27.7222,29.6111,31.2222,30.0000,28.2222,26.2778,25.7778,26.2778,27.1111,26.7222,26.2778,C,0.0000,2.0320,1.0160,14.9860,86.1060,107.9500,166.8780,156.9720,139.9540,82.0420,6.0960,0.0000,MM,1640.00,FT,1185.00,6.00
E,C,SUDAN,KHARTUM,N,15.6200,E,DD,32.5300,DTG,,V,,29.6065,164.2110,23.7222,34.1111,71.8820,0.0254,2.0000,23.7222,24.7222,28.0000,31.5000,33.7222,34.1111,31.7222,30.3889,32.0000,32.2778,28.2222,24.8889,C,0.0254,0.0254,0.0254,1.0160,5.0800,7.1120,48.0060,71.8820,26.9240,4.0640,0.0254,0.0254,MM,1246.00,FT,712.00,19.00
E,C,SUDAN,KURAYMAH,N,18.5500,E,DD,31.8500,DSS,,D,,29.3009,38.2778,21.0000,34.8889,20.0660,0.0254,2.0000,21.0000,21.7778,25.7222,30.1111,33.7778,34.8889,34.2778,34.2222,34.2778,32.2222,26.6111,22.7222,C,0.0254,0.0254,0.0254,0.0254,1.0160,0.0254,10.9220,20.0660,5.0800,1.0160,0.0254,0.0254,MM,819.00,FT,555.00,28.00
E,C,SUDAN,LOKA,N,4.2666,E,DD,31.0000,STG,,U,O,24.6991,1269.4920,22.5000,27.0000,185.9280,8.8900,6.0000,26.6111,27.0000,26.6111,25.2778,24.2222,23.6111,22.5000,22.7778,23.3889,24.1111,25.0000,25.2778,C,8.8900,23.8760,64.0080,138.9380,150.1140,172.9740,185.9280,185.9280,134.8740,140.9700,42.9260,20.0660,MM,1423.00,FT,1230.00,6.00
E,C,SUDAN,NYALA,N,12.0667,E,DD,24.8833,STG,DTG,A3,D,26.8611,495.0460,23.7222,30.1111,166.8780,0.0000,3.0000,23.7778,24.7778,27.2778,29.7778,30.1111,29.3889,26.6111,25.6111,27.0000,27.8889,26.3889,23.7222,C,0.0000,0.0000,1.0160,4.0640,33.0200,57.9120,128.0160,166.8780,86.1060,18.0340,0.0000,0.0000,MM,2214.00,FT,1547.00,6.00
E,C,SUDAN,PORT-SUDA,N,19.5000,E,DD,37.2167,DSS,,D,,28.7037,108.9660,23.1111,35.1111,52.0700,0.0000,3.0000,23.7222,23.1111,24.2222,26.5000,29.7778,32.3889,34.6111,35.1111,32.5000,29.7222,27.5000,25.2778,C,4.0640,1.0160,0.0000,1.0160,2.0320,0.0000,8.8900,3.0480,0.0000,11.9380,52.0700,24.8920,MM,16.00,FT,6.00,27.00
E,C,SUDAN,SENNAR,N,13.5500,E,DD,33.6167,STG,,V,A3,28.5139,470.1540,25.0000,32.2222,160.0200,0.0000,3.0000,25.0000,26.0000,28.8889,31.6111,32.2222,31.2222,28.2778,27.1111,28.0000,29.7778,28.2778,25.7778,C,0.0000,0.0000,0.0000,4.0640,29.9720,55.1180,134.8740,160.0200,65.0240,20.0660,1.0160,0.0000,MM,1378.00,FT,600.00,6.00
E,C,SUDAN,STATION #,N,20.7500,E,DD,32.5500,DSS,,D,,25.9167,5.3340,17.7222,32.2778,3.0480,0.0254,-3.0000,17.7222,17.8889,20.6111,25.7222,30.2778,31.3889,31.7778,32.2778,31.6111,28.7222,23.2778,19.7222,C,0.0254,0.0254,0.0254,0.0254,3.0480,0.0254,0.0254,2.0320,0.0254,0.0254,0.0254,0.0254,MM,154.00,FT,430.00,27.00
E,C,SUDAN,TAWKAR,N,18.4300,E,DD,37.7300,DSS,,D,,29.8333,89.4334,23.7778,36.0000,23.1140,0.0254,3.0000,24.2778,23.7778,25.2778,27.7222,33.0000,34.0000,35.3333,36.0000,34.2222,30.7778,28.1111,25.5000,C,21.0820,5.0800,1.0160,0.7620,5.0800,0.0254,8.1280,4.0640,1.0160,5.0800,23.1140,14.9860,MM,66.00,FT,35.00,19.00
E,C,SUDAN,TORIT,N,4.4167,E,DD,32.5500,SW,,U,,26.8472,988.0600,24.7222,29.0000,156.9720,4.0640,4.0000,28.1111,28.8889,29.0000,28.2778,26.7778,25.7222,24.7222,24.7778,25.5000,26.3889,26.8889,27.1111,C,4.0640,21.0820,44.9580,101.0920,131.0640,122.9360,156.9720,141.9860,110.9980,98.0440,39.8780,14.9860,MM,2050.00,FT,1200.00,6.00
E,C,SUDAN,WADI-EL-H,N,21.8333,E,DD,31.3000,DSS,,D,,25.8472,4.0640,15.8889,32.7778,2.0320,0.0000,-1.0000,15.8889,17.3889,21.7222,26.5000,31.2222,32.2778,32.3889,32.7778,30.7778,28.6111,22.7222,17.8889,C,0.0000,0.0000,0.0000,1.0160,1.0160,0.0000,2.0320,0.0000,0.0000,0.0000,0.0000,0.0000,MM,508.00,FT,480.00,27.00
E,C,SUDAN,ZALINGEI,N,12.9000,E,DD,23.4833,STG,DTG,D,,23.7731,638.0480,19.7778,27.7778,223.0120,0.0000,3.0000,19.8889,20.8889,23.7778,26.2222,27.7778,27.7222,25.2222,23.7778,24.7222,24.1111,21.3889,19.7778,C,0.0000,0.0000,1.0160,7.1120,33.0200,72.8980,177.0380,223.0120,103.8860,20.0660,0.0000,0.0000,MM,2951.00,FT,1560.00,6.00
E,C,SWAZILAND,BREMERSDO,S,26.4833,E,DD,31.3833,STG,,A2,A3,19.8287,862.8380,14.8889,23.2778,153.1620,14.4780,0.1000,23.2778,23.2222,22.3889,20.3889,17.5000,15.2222,14.8889,16.7778,19.0000,20.7778,21.7222,22.7778,C,153.1620,121.4120,116.0780,45.9740,21.5900,20.0660,16.7640,14.4780,45.7200,63.7540,109.2200,134.6200,MM,1965.00,FT,103.00,6.00
E,C,TANZANIA,CHUNYA,S,8.5333,E,DD,33.4167,STG,FMO,O,,21.0694,811.5300,18.6667,23.5556,212.0900,0.0000,2.0000,21.2222,21.2778,21.3889,21.0556,20.3333,19.0000,18.6667,19.8889,21.1111,22.8889,23.5556,22.4444,C,212.0900,152.9080,163.0680,54.1020,6.0960,0.0000,1.0160,1.0160,1.0160,7.1120,48.0060,165.1000,MM,4900.00,FT,455.00,6.00
E,C,TANZANIA,HADZA-H&G,S,3.8200,E,DD,35.3200,STG,,A3,,19.6050,780.6490,16.5000,21.2200,149.7750,2.5480,5.0000,20.7800,20.8100,20.7200,20.6700,18.7500,17.5300,16.5000,17.4700,19.3100,20.3300,21.2200,21.1700,C,106.1720,98.7210,138.1760,149.7750,71.8820,9.3130,2.5480,5.0800,4.7410,19.6430,62.6530,111.9450,MM,1525.00,FT,278.00,6.00
E,C,TANZANIA,IFAKARA,S,8.1500,E,DD,36.6500,FMO,,A3,,24.6759,1305.0520,21.4444,27.1111,338.0740,5.0800,5.0000,26.2222,25.9444,25.7222,25.0000,23.8333,22.1667,21.4444,22.3333,23.9444,25.5556,27.1111,26.8333,C,184.9120,159.0040,280.9240,338.0740,115.0620,18.0340,8.8900,5.0800,7.1120,14.9860,51.0540,121.9200,MM,900.00,FT,278.00,2.00
E,C,TANZANIA,IRINGA,S,7.7833,E,DD,35.7000,STG,DTG,O,,19.0972,742.9500,16.7222,21.1111,173.9900,0.0000,4.0000,19.7222,19.7778,19.7222,19.5000,18.7222,17.2778,16.7222,17.2778,18.7778,20.2778,21.1111,20.2778,C,171.9580,127.0000,173.9900,90.9320,12.9540,1.0160,0.0000,0.0000,2.0320,7.1120,36.0680,119.8880,MM,5380.00,FT,400.00,6.00
E,C,TANZANIA,KIGOMA,S,4.8833,E,DD,29.6333,FMT,,U,,23.5278,977.1380,22.7222,24.7222,154.9400,2.0320,6.0000,23.2222,23.5000,23.5000,23.5000,23.7222,23.0000,22.7222,23.7222,24.7222,24.6111,23.2222,22.8889,C,134.1120,118.1100,154.9400,150.8760,51.0540,6.0960,2.0320,3.0480,14.9860,60.9600,130.0480,150.8760,MM,2902.00,FT,1030.00,7.00
E,C,TANZANIA,KONDOA,S,4.9167,E,DD,35.7833,STG,DTG,A3,O,21.2546,633.7300,18.2222,23.2778,132.3340,0.0000,3.0000,22.6111,22.5000,22.0556,21.6111,20.2778,19.1111,18.2222,19.1111,20.8333,22.1667,23.2778,23.2778,C,125.7300,107.9500,132.3340,95.2500,35.5600,2.7940,0.0000,0.2540,1.2700,7.1120,27.9400,97.5360,MM,4547.00,FT,310.00,6.00
E,C,TANZANIA,KONGWA,S,6.2000,E,DD,36.4167,DTG,,A3,,22.1157,544.3220,19.1111,24.5000,131.0640,0.0000,2.0000,23.3889,22.8889,23.2222,22.3889,21.2222,19.8889,19.1111,20.0000,21.5000,23.0000,24.5000,24.2778,C,131.0640,112.0140,92.9640,61.9760,6.0960,0.0000,1.0160,1.0160,1.0160,1.0160,18.0340,118.1100,MM,3348.00,FT,212.00,6.00
E,C,TANZANIA,LYAMUNGU,S,3.2333,E,DD,37.2500,STG,DTG,A3,,19.5972,1679.1940,16.7778,21.7222,530.0980,33.0200,2.0000,21.5000,21.7222,21.3889,20.5000,18.7778,17.7222,16.7778,17.2778,18.3889,19.5000,20.7222,20.8889,C,42.9260,66.0400,107.9500,530.0980,473.9640,118.1100,61.9760,36.0680,33.0200,38.1000,92.9640,77.9780,MM,4099.00,FT,280.00,6.00
E,C,TANZANIA,MTWARA,S,10.2667,E,DD,40.1833,DTG,,O,,25.9444,1158.7480,24.1111,27.2778,217.9320,10.9220,0.1000,27.0000,27.0000,27.0000,26.8889,25.7222,24.7222,24.1111,24.2778,24.7222,25.7222,26.8889,27.2778,C,217.9320,150.8760,165.1000,197.1040,51.0540,10.9220,14.9860,10.9220,65.0240,23.8760,33.0200,217.9320,MM,370.00,FT,3.00,2.00
E,C,TANZANIA,NGOMENI,S,5.1500,E,DD,38.9000,DTG,STG,A3,,25.2130,1178.5600,22.8889,27.3889,218.9480,34.0360,2.0000,27.0000,27.2222,27.3889,26.1111,24.7222,23.7778,22.8889,23.1111,23.5000,24.5000,25.7222,26.6111,C,44.9580,34.0360,109.9820,200.9140,218.9480,51.0540,49.0220,56.8960,71.8820,137.9220,115.0620,87.8840,MM,600.00,FT,30.00,19.00
E,C,TANZANIA,RUAHA-ANI,S,7.8200,E,DD,34.5800,STG,,O,,19.6208,799.5780,15.1100,22.2500,177.3770,0.0250,3.0000,20.5600,20.4700,20.5000,20.2800,18.9400,18.0600,17.3900,15.1100,19.3900,20.7500,21.7500,22.2500,C,165.6080,143.9330,177.3770,84.5820,9.9910,0.3560,0.0250,0.6860,1.3550,7.7050,52.0700,155.8900,MM,4083.67,FT,493.00,7.00
E,C,TANZANIA,SERENGET-,S,2.5000,E,DD,35.1300,STG,,A3,,20.5325,783.5170,18.5000,21.5000,140.3350,12.7000,1.0000,21.1100,21.3600,21.5000,21.4200,20.1100,19.2200,18.5000,19.1700,20.5000,21.1400,21.2800,21.0800,C,85.9790,86.8680,112.7130,140.3350,79.9470,26.6060,12.7000,22.6060,23.7490,28.8290,68.7710,94.4140,MM,6264.83,FT,509.00,7.00
E,C,TANZANIA,WETE_PASH,S,5.0667,E,DD,39.7167,STG,,A3,,25.6667,1925.8280,23.7778,27.5000,455.9300,34.0360,2.0000,26.8889,27.1111,27.5000,26.5000,25.5000,24.7222,23.8889,23.7778,24.2778,25.1111,26.0000,26.7222,C,65.0240,46.9900,156.9720,433.0700,455.9300,135.8900,76.9620,46.9900,34.0360,100.0760,223.0120,150.8760,MM,59.00,FT,3.00,6.00
E,C,TOGO,KPEWA_ALE,N,9.2833,E,DD,1.2333,FMO,SW,A3,,24.1157,2435.0980,21.2778,26.3889,482.0920,14.9860,6.0000,25.2778,26.2222,26.3889,25.3889,24.3889,22.8889,21.7222,21.2778,22.1111,23.5000,25.1111,25.1111,C,18.0340,23.1140,93.9800,184.9120,210.0580,347.9800,382.0160,410.9720,482.0920,223.0120,43.9420,14.9860,MM,2391.00,FT,335.00,3.00
E,C,TOGO,MANGO,N,10.3667,E,DD,0.4667,SW,,A3,,28.1528,1092.9620,25.8889,31.7778,246.8880,2.0320,5.0000,27.3889,29.3889,31.7778,31.6111,29.7222,27.2222,26.1111,25.8889,26.2222,27.5000,28.2222,26.7778,C,2.0320,4.0640,22.0980,56.8960,104.9020,149.0980,175.0060,246.8880,236.9820,83.0580,8.8900,3.0480,MM,479.00,FT,485.00,3.00
E,C,TUNISIA,KABILI,N,33.7000,E,DD,8.9800,D,,D,,20.9444,89.1540,9.2222,32.0000,16.0020,0.5080,-4.0000,9.2222,11.7778,16.0000,20.2778,24.1111,28.7222,32.0000,31.8889,28.7778,22.7222,15.7222,10.1111,C,11.9380,8.1280,16.0020,8.8900,5.0800,1.0160,0.5080,0.5080,4.0640,8.1280,14.9860,9.9060,MM,184.00,FT,135.00,28.00
E,C,TUNISIA,TAWIN,N,32.9200,E,DD,10.4500,D,,D,,20.2824,128.0414,10.5000,29.2778,25.9080,0.0254,-4.0000,10.5000,12.2222,15.2778,19.0000,22.2778,26.6111,29.2778,29.1111,28.0000,22.3889,16.7222,12.0000,C,22.0980,12.9540,25.9080,9.9060,7.1120,1.0160,0.0254,2.0320,8.1280,9.9060,16.0020,12.9540,MM,643.00,FT,53.00,28.00
E,C,TUNISIA,TAWZAR,N,33.9200,E,DD,8.1300,D,,D,,21.2639,89.1540,10.5000,32.2778,12.9540,0.2540,-4.0000,10.5000,12.3889,15.8889,20.1111,24.3889,29.0000,32.2778,32.0000,28.5000,22.3889,16.2222,11.5000,C,9.9060,8.1280,12.9540,9.9060,5.0800,3.0480,0.2540,2.0320,7.1120,8.8900,11.9380,9.9060,MM,151.00,FT,175.00,28.00
